Code;Edificio;Aula;Indirizzo;Coordinate;Capienza;N. PC;aulaInformatica;accessoDisabili;audio;banchiElettrificati;didatticaADistanza;documentCamera;lavagna;microfoni_fissi;microfoni_wireless;monitorTouch;pannelloControllo;postazionePcDocente;pred_hdmi_ospite;pred_vga_ospite;proiettore;puntoRistoro;rete;rete_wifi;sensore_ambientale;telecamera_amb_automatica;telecamera_amb_manuale;webConference;webcam
318;Istituto Rosmini;Aula 12;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;25;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
319;Istituto Rosmini;Aula 14;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;25;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
320;Istituto Rosmini;Aula 15;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;43;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
321;Istituto Rosmini;Aula 16;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;18;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
322;Istituto Rosmini;Aula 17;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;17;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
323;Istituto Rosmini;Aula 18;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;20;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
324;Istituto Rosmini;Aula 19;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;20;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
325;Istituto Rosmini;Aula 20;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;25;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
326;Istituto Rosmini;Aula 21;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;25;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
327;Istituto Rosmini;Aula 22;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;25;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
328;Istituto Rosmini;Aula 23;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;15;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
329;Istituto Rosmini;Aula 24;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;15;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
330;Istituto Rosmini;Aula 25;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;15;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
331;Istituto Rosmini;Aula 26;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;15;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
332;Istituto Rosmini;Aula 27;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;15;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
333;Istituto Rosmini;Aula 28;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;15;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
334;Istituto Rosmini;Aula 29;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;22;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
335;Istituto Rosmini;Aula 30;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;22;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
336;Istituto Rosmini;Aula 31;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;10;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
337;Istituto Rosmini;Aula 32;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;10;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
338;Istituto Rosmini;Aula 33;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;10;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
339;Istituto Rosmini;Aula 34;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;20;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
340;Istituto Rosmini;Aula 35;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;10;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
341;Istituto Rosmini;Aula 5;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;150;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
342;Istituto Rosmini;Aula 6;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;140;0;0;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;1;0;0;1
343;Istituto Rosmini;Aula 7;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;98;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
344;Istituto Rosmini;Aula 9;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;25;0;0;0;1;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
345;Istituto Rosmini;Aula Docenti;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;10;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
346;Istituto Rosmini;Aula Informatica Rosmini;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;15;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
347;Istituto Rosmini;Aula Magna;Via Antonio Rosmini, 4/a, Torino;45.0489056, 7.6727131;209;0;0;0;1;0;1;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1
348;Lingotto - Dental School;Aula 1;Via Nizza, 230, Torino;45.0330358, 7.6659645;44;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1
349;Lingotto - Dental School;Aula 2;Via Nizza, 230, Torino;45.0330358, 7.6659645;44;0;0;1;1;0;1;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1
350;Lingotto - Dental School;Aula 3;Via Nizza, 230, Torino;45.0330358, 7.6659645;60;1;0;1;1;0;1;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1
351;Lingotto - Dental School;Aula 4;Via Nizza, 230, Torino;45.0330358, 7.6659645;44;0;0;1;1;0;1;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1
352;Lingotto - Dental School;Aula 5;Via Nizza, 230, Torino;45.0330358, 7.6659645;44;0;0;1;1;0;1;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1
353;Lingotto - Dental School;Aula 6;Via Nizza, 230, Torino;45.0330358, 7.6659645;44;0;0;1;1;0;1;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1
354;Lingotto - Dental School;Aula COI;Via Nizza, 230, Torino;45.0330358, 7.6659645;44;0;0;1;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;1
355;Lingotto - Dental School;Aula Informatica;Via Nizza, 230, Torino;45.0330358, 7.6659645;10;9;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0
356;Lingotto - Dental School;Aula Laboratorio;Via Nizza, 230, Torino;45.0330358, 7.6659645;45;1;0;1;1;1;0;0;1;1;0;0;0;1;0;1;1;0;1;1;0;0;0;0;0
357;Lingotto - Dental School;Aula Magna;Via Nizza, 230, Torino;45.0330358, 7.6659645;144;2;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;0;1
358;Lingotto - Dental School;Aula Manichini;Via Nizza, 230, Torino;45.0330358, 7.6659645;21;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0
359;MBC;Aula Adenina;Via Nizza, 52, Torino;45.0501781, 7.6739911;15;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
360;MBC;Aula Aristotele;Via Nizza, 52, Torino;45.0501781, 7.6739911;106;1;0;1;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;1
361;MBC;Aula Copernico;Via Nizza, 52, Torino;45.0501781, 7.6739911;99;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
362;MBC;Aula Darwin;Via Nizza, 52, Torino;45.0501781, 7.6739911;227;1;0;1;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;1;0;0;1
363;MBC;Aula Eraclito;Via Nizza, 52, Torino;45.0501781, 7.6739911;60;1;0;1;1;0;0;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
364;MBC;Aula Galileo;Via Nizza, 52, Torino;45.0501781, 7.6739911;214;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
365;MBC;Aula Informatica Turing;Via Nizza, 52, Torino;45.0501781, 7.6739911;20;30;1;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;1
366;MBC;Aula Informatica Von Neumann;Via Nizza, 52, Torino;45.0501781, 7.6739911;20;25;1;1;0;0;1;0;0;0;0;0;0;1;0;1;1;0;1;1;0;0;0;0;1
367;MBC;Aula Keplero;Via Nizza, 52, Torino;45.0501781, 7.6739911;227;1;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
368;MBC;Aula Leonardo;Via Nizza, 52, Torino;45.0501781, 7.6739911;106;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
369;MBC;Aula Mendel;Via Nizza, 52, Torino;45.0501781, 7.6739911;60;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
370;MBC;Aula Seminari MBC;Via Nizza, 52, Torino;45.0501781, 7.6739911;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371;MBC;Aula Timina;Via Nizza, 52, Torino;45.0501781, 7.6739911;25;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1
372;MBC;Sala Palazzina Antica MBC;Via Nizza, 52, Torino;45.0501781, 7.6739911;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
373;MBC;Sala Riunioni MBC;Via Nizza, 52, Torino;45.0501781, 7.6739911;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
374;MBC;Sala Riunioni MBC;Via Nizza, 52, Torino;45.0501781, 7.6739911;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
375;Molinette C.so Bramante 88;Aula di Geriatria;Corso Bramante, 88, Torino;45.0416061, 7.6745153;50;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
376;Molinette C.so Bramante 88;Aula Magna A.M. Dogliotti - IN USO DALL'URP;Corso Bramante, 88, Torino;45.0416061, 7.6745153;500;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
377;Molinette C.so Dogliotti 14;Aula di Anestesiologia 1 - Palazzina Ciocatto;Corso Achille Mario Dogliotti, 14, Torino;45.0405376, 7.6761269;30;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
378;Molinette C.so Dogliotti 14;Aula di Anestesiologia 2;Corso Achille Mario Dogliotti, 14, Torino;45.0405376, 7.6761269;30;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
379;Molinette C.so Dogliotti 14;Aula di Clinica Chirurgica F.Morino;Corso Achille Mario Dogliotti, 14, Torino;45.0405376, 7.6761269;99;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
380;Molinette C.so Dogliotti 14;Aula Lenti Medicina Interna;Corso Achille Mario Dogliotti, 14, Torino;45.0405376, 7.6761269;99;1;0;1;1;0;1;1;0;1;1;0;1;1;1;1;1;0;1;1;0;0;1;0;1
381;Molinette C.so Dogliotti 14;Aula Studenti Medicina Interna;Corso Achille Mario Dogliotti, 14, Torino;45.0405376, 7.6761269;50;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0
382;Molinette C.so Dogliotti 38;Aula informatica ex Palazzina Odontoiatria;Corso Dogliotti, 38, Torino;45.0390862, 7.6759409;30;30;1;1;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
383;Molinette C.so Dogliotti 38;Aula Roccia;Corso Dogliotti, 38, Torino;45.0390862, 7.6759409;99;n.d.;0;1;1;0;1;1;0;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;1
384;Molinette C.so Dogliotti 38;Aula Seminari Palazzina ex Odontoiatria;Corso Dogliotti, 38, Torino;45.0390862, 7.6759409;30;n.d.;0;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
385;Molinette C.so Dogliotti 38;T. Center di Medicina Interna;Corso Dogliotti, 38, Torino;45.0390862, 7.6759409;25;n.d.;0;1;1;0;1;0;1;0;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1
386;Molinette Via Cherasco 11;Aula Magna di Psi. M.Torre;Via Cherasco, 11, Torino;45.0390777, 7.6727703;99;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;1
387;Molinette Via Cherasco 11;Auletta Psichiatria Via Cherasco 11;Via Cherasco, 11, Torino;45.0390777, 7.6727703;40;n.d.;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
388;Molinette Via Cherasco 15;Aula Magna di Neurologia;Via Cherasco, 15, Torino;45.0386645, 7.6726093;99;1;0;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1
389;Molinette Via Cherasco 15;Auletta di Neurologia;Via Cherasco, 15, Torino;45.0386645, 7.6726093;30;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
390;Molinette Via Genova 3;Aula Biancalana;Via Genova, 3, Torino;45.0412363, 7.6725138;99;0;0;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;1
391;Molinette Via Genova 3;Aula Favretto;Via Genova, 3, Torino;45.0412363, 7.6725138;39;0;0;1;1;0;1;1;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;0;1
392;Molinette Via Genova 3;Aula Magna di Medicina Interna - MI1;Via Genova, 3, Torino;45.0412363, 7.6725138;99;0;0;0;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1
393;Molinette Via Genova 3;Aula Magna di Otorinolaringoiatria;Via Genova, 3, Torino;45.0412363, 7.6725138;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
394;Molinette Via Genova 3;Aula Radiologia Rad;Via Genova, 3, Torino;45.0412363, 7.6725138;99;0;0;0;1;0;1;0;0;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;1
395;Molinette Via Genova 3;Auletta di ORL;Via Genova, 3, Torino;45.0412363, 7.6725138;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
396;Molinette Via Santena 5bis;Aula Magna di Igiene;Via Santena, 5 bis, Torino;45.0372117, 7.6742235;120;0;0;1;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1
397;Molinette Via Santena 5bis;Auletta A;Via Santena, 5 bis, Torino;45.0372117, 7.6742235;20;n.d.;0;1;1;0;1;1;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1
398;Molinette Via Santena 5bis;Auletta B;Via Santena, 5 bis, Torino;45.0372117, 7.6742235;12;n.d.;0;1;1;0;1;1;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1
399;Molinette Via Santena 7;Aula B di Anatomia Patologica;Via Santena, 7, Torino;45.037149, 7.674939;50;0;0;1;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1
400;Molinette Via Santena 7;Aula Magna di Anatomia Patologica;Via Santena, 7, Torino;45.037149, 7.674939;99;0;0;1;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;0;0;0;1
401;Molinette Via Santena 9;"Aula Magna di Microbiologia ""G.Cavallo""";Via Santena, 9, Torino;45.0371386, 7.6750588;170;0;0;1;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;1;0;0;1
402;Molinette Via Santena 9;Auletta A Laboratorio Microbiologia;Via Santena, 9, Torino;45.0371386, 7.6750588;20;n.d.;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0
403;Molinette Via Santena 9;Auletta B Microbiologia;Via Santena, 9, Torino;45.0371386, 7.6750588;30;n.d.;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
404;Ospedale C.T.O.;Aula 1 CTO;Via Zuretti, 29, Torino;45.0333306, 7.6735249;50;n.d.;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;1
405;Ospedale C.T.O.;Aula 2 CTO;Via Zuretti, 29, Torino;45.0333306, 7.6735249;50;n.d.;0;1;0;0;1;1;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0
406;Ospedale C.T.O.;Aula Magna di Ortopedia e Traum.;Via Zuretti, 29, Torino;45.0333306, 7.6735249;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407;Ospedale Oftalmico;Aula Magna Ospedale Oftalmico;Via Juvarra, 19, Torino;45.0744382, 7.6707837;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
408;Ospedale Regina Margherita;Aula C;Largo Polonia, 94, Torino;45.0350048, 7.6750357;40;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
409;Ospedale Regina Margherita;Aula Magna di Pediatria;Largo Polonia, 94, Torino;45.0350048, 7.6750357;99;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
410;Ospedale San Lazzaro;Aula Magna;Via Cherasco, 23, Torino;45.0375618, 7.6721796;99;n.d.;0;1;1;0;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;1;0;1
411;Ospedale Sant'Anna Via Ventimiglia 3;Aula Bocci;Via Ventimiglia, 3, Torino;45.0350181, 7.6730145;99;n.d.;0;0;1;0;1;1;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;1
412;Ospedale Sant'Anna Via Ventimiglia 3;Aula Delle Piane;Via Ventimiglia, 3, Torino;45.0350181, 7.6730145;99;n.d.;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
413;Palavela Via Ventimiglia 145;Aula 1 Palavela;Via Ventimiglia, 145, Torino;45.023401449999994, 7.66916200505;150;n.d.;0;1;1;0;0;1;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0;0;1
414;Palavela Via Ventimiglia 145;Aula 2 Palavela;Via Ventimiglia, 145, Torino;45.023401449999994, 7.66916200505;80;n.d.;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;0;0;0;1
415;Palavela Via Ventimiglia 145;Aula 3 Palavela;Via Ventimiglia, 145, Torino;45.023401449999994, 7.66916200505;150;n.d.;0;1;1;0;0;1;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1
416;Palavela Via Ventimiglia 145;Aula 4 Palavela;Via Ventimiglia, 145, Torino;45.023401449999994, 7.66916200505;150;n.d.;0;1;1;0;0;1;1;1;0;0;0;1;1;0;1;0;1;1;0;0;0;0;1
417;Palazzetto Gorresio;Aula 1;Via Giulia di Barolo, 3/a, Torino;45.066476, 7.6952881;22;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
418;Palazzetto Gorresio;Aula 3 P.G;Via Giulia di Barolo, 3/a, Torino;45.066476, 7.6952881;39;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
419;Palazzetto Gorresio;Aula 4 P.G;Via Giulia di Barolo, 3/a, Torino;45.066476, 7.6952881;24;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
420;Palazzetto Gorresio;Aula 5 P.G;Via Giulia di Barolo, 3/a, Torino;45.066476, 7.6952881;53;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
421;Palazzetto Gorresio;Aula 6 P.G;Via Giulia di Barolo, 3/a, Torino;45.066476, 7.6952881;40;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
422;Palazzetto Gorresio;Aula 7 P.G;Via Giulia di Barolo, 3/a, Torino;45.066476, 7.6952881;24;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
423;Palazzetto Gorresio;Aula 8 P.G;Via Giulia di Barolo, 3/a, Torino;45.066476, 7.6952881;39;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
424;Palazzetto Gorresio;Aula 9 P.G;Via Giulia di Barolo, 3/a, Torino;45.066476, 7.6952881;46;0;0;0;1;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;0;1;1
425;Palazzo Arsenale;Aula 206;Via dell'Arsenale, 22, Torino;45.0667532, 7.6785811;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
426;Palazzo Arsenale;Aula 212;Via dell'Arsenale, 22, Torino;45.0667532, 7.6785811;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
427;Palazzo Arsenale;Aula 220;Via dell'Arsenale, 22, Torino;45.0667532, 7.6785811;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
428;Palazzo Arsenale;Aula 221;Via dell'Arsenale, 22, Torino;45.0667532, 7.6785811;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
429;Palazzo Arsenale;Aula 223;Via dell'Arsenale, 22, Torino;45.0667532, 7.6785811;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
430;Palazzo Arsenale;Aula 224;Via dell'Arsenale, 22, Torino;45.0667532, 7.6785811;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
431;Palazzo Arsenale;Aula 225;Via dell'Arsenale, 22, Torino;45.0667532, 7.6785811;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
